sr,stop_id,stop_name,stop_desc,source,rank,stop_lat,stop_lon
1096,node/4382893291,boduppal ntr statue,,osm,4,17.41218,78.58564
1097,1983,boduppal x road,boduppal x road towards peerzadiguda,gps-logs-ghz|kodali-stops,2,17.40459,78.58671
1098,1993,boduppal x road,boduppal x road towards uppal depot,gps-logs-ghz|kodali-stops,2,17.40488,78.58703
1099,src5_3975,boduppal x road,,src5,3,17.40452,78.58666
1100,src5_3976,boduppal x road,,src5,3,17.40474,78.58655
1101,637,boduppal x road,,shakti-gtfs,5,17.40478,78.58705
1102,1443,bogaram,,shakti-gtfs,5,17.50598,78.68606
1103,src5_3063,bogulkunta,"eden garden road, ramkoti, king koti, hyderguda, hyderabad",src5,3,17.3912,78.48484
1104,1954,boinpally x road,,shakti-gtfs,5,17.6428,78.73125
1105,465,bokkal tanda,,shakti-gtfs,5,17.09165,78.42462
1106,1676,bolaram,bolaram,gps-logs-ghz|kodali-stops,2,17.51925,78.51626
1107,1675,bolaram bazar,bolaram bazar towards lakadawala,gps-logs-ghz|kodali-stops,2,17.51753,78.51666
1108,src5_3482,bolaram bazar,,src5,3,17.51742,78.5165
1109,src5_3483,bolaram bazar,"lakadwala colony, bolarum, secunderabad",src5,3,17.51746,78.51661
1110,434,bolaram bazar,,shakti-gtfs,5,17.51714,78.51665
1111,3769,bolaram railway station,bolaram railway station,gps-logs-ghz,2,17.53329,78.51485
1112,src5_1254,bolarum,"bolarum railway crossing road, new bolarum, bolarum, secunderabad",src5,3,17.53298,78.51291
1113,8155,bollaram,bollaram,gps-logs-ghz,2,17.55693,78.34867
1114,487,bollaram,,shakti-gtfs,5,17.5313,78.51439
1115,src5_343,bollaram new,"beerappa colony, bollaram, hyderabad",src5,3,17.55682,78.34805
1116,1279,bollaram x road,bollaram x roads towards maktha,gps-logs-ghz,2,17.53427,78.35759
1117,1189,bollaram x road,bollaram x roads towards bachupally x roads,gps-logs-ghz|kodali-stops,2,17.53444,78.35742
1118,1446,bommala ramaram,,shakti-gtfs,5,17.5646,78.73451
1119,932,bommarasipet,,shakti-gtfs,5,17.595,78.60512
1120,src5_1327,bongloor x road,,src5,3,17.2316,78.589
1121,src5_1328,bongloor x road,bongloor,src5,3,17.23148,78.58926
1122,71,bongulur x road,,shakti-gtfs,5,17.237,78.58718
1123,1096,bonguluru x road,bonguluru x road towards manneguda,gps-logs-ghz|kodali-stops,2,17.23146,78.58881
1124,1139,bonguluru x road,bonguluru x road towards koheda x road,gps-logs-ghz|kodali-stops,2,17.23139,78.58922
1125,323,bonthapally x road,,shakti-gtfs,5,17.66221,78.37298
1126,src5_1130,boosareddy guda,"west marredpally road, aswini colony, west marredpally, secunderabad",src5,3,17.44669,78.50223
1127,src5_1135,boosareddy guda,"west marredpally road, west marredpally, secunderabad",src5,3,17.44744,78.50251
1128,src5_2346,boraband x road,"ashok marg, prem nagar, erragadda, hyderabad",src5,3,17.45899,78.43247
1129,1175,borabanda,borbanada,gps-logs-ghz|kodali-stops,2,17.45409,78.41572
1130,src5_2238,borabanda,"borabanda, hyderabad",src5,3,17.45401,78.41586
1131,src5_2239,borabanda,,src5,3,17.45422,78.41624
1132,620,borabanda,,shakti-gtfs,5,17.45414,78.41588
1133,1045,botiguda,,shakti-gtfs,5,17.22902,78.26167
1134,src5_3423,boudha nagar,"warasiguda road, boudha nagar, bank colony, boudhanagar colony, secunderabad",src5,3,17.41774,78.51941
1135,849,bowenpally,bowenpally towards tarbund,gps-logs-ghz|kodali-stops,2,17.46395,78.47263
1136,src5_2815,bowenpally,,src5,3,17.46238,78.47088
1137,src5_2816,bowenpally,,src5,3,17.46254,78.47072
1138,src5_2819,bowenpally,,src5,3,17.46507,78.4728
1139,src5_2821,bowenpally,,src5,3,17.46452,78.47269
1140,src5_2999,bowenpally,,src5,3,17.46393,78.47276
1141,src5_3010,bowenpally,"medchal road, nandamuri nagar, bowenpally, secunderabad",src5,3,17.47601,78.4737
1142,node/1142699496,bowenpally,,osm,4,17.46513,78.47294
1143,node/1142699502,bowenpally,,osm,4,17.46346,78.47251
1144,node/1142699538,bowenpally,,osm,4,17.46316,78.47254
1145,613,bowenpally,,shakti-gtfs,5,17.46388,78.47277
1146,src5_2823,bowenpally (direct bus),,src5,3,17.47921,78.47332
1147,2116,bowenpally checkpost,bowenpally check post towards dairy farm,gps-logs-ghz|kodali-stops,2,17.47616,78.47369
1148,src5_3009,bowenpally checkpost,,src5,3,17.47587,78.47367
1149,node/5199307762,bowenpally checkpost,near priyadarshini hotel,osm,4,17.4754,78.47399
1150,src5_3189,bowenpally market,"hasmatpet road, surya nagar, bowenpally, secunderabad",src5,3,17.46913,78.4946
1151,4025,bowenpally police station,bowenpally police station towards medchal,gps-logs-ghz|kodali-stops,2,17.46492,78.47268
1152,4026,bowenpally police station,8uy ndz8yv,gps-logs-ghz|kodali-stops,2,17.46492,78.47285
1153,src5_2818,bowenpally police station,"medchal road, mohammed nagar, pension lane, bowenpally, hyderabad",src5,3,17.46523,78.47275
1154,src5_2820,bowenpally police station,"medchal road, mohammed nagar, pension lane, bowenpally, hyderabad",src5,3,17.46516,78.47289
1155,2139,bowenpally x road,bowenpally x road towards tarbund,gps-logs-ghz,2,17.46409,78.47295
1156,src5_2994,bowenpally x road,,src5,3,17.46316,78.47262
1157,src5_2995,bowenpally x road,"mohammed nagar, pension lane, bowenpally, secunderabad",src5,3,17.46304,78.47233
1158,src5_2998,bowenpally x road junction,,src5,3,17.46379,78.47306
1159,src5_616,bowram pet chowrasta,,src5,3,17.56255,78.41308
1160,src5_617,bowram pet chowrasta,,src5,3,17.56236,78.41314
1161,src5_597,bowrampet,,src5,3,17.56232,78.40098
1162,src5_598,bowrampet,"bowrampet, hyderabad",src5,3,17.56217,78.40101
1163,src5_608,bowrampet,,src5,3,17.54924,78.40369
1164,src5_609,bowrampet,,src5,3,17.54914,78.40381
1165,node/4258216894,bowrampet,,osm,4,17.56152,78.40323
1166,1105,bowrampet,,shakti-gtfs,5,17.56227,78.40095
1167,src5_604,bowrampet gate,,src5,3,17.56178,78.4043
1168,src5_605,bowrampet gate,,src5,3,17.56196,78.40463
1169,src5_625,bowrampet maisamma temple,,src5,3,17.56534,78.41811
1170,src5_626,bowrampet maisamma temple,,src5,3,17.56521,78.41819
1171,1273,bowrampet x road,bowrampet x roads towards pragathi nagar x roads,gps-logs-ghz,2,17.56239,78.41308
1172,1195,bowrampet x road,bowrampet x roads towards mailstoon,gps-logs-ghz|kodali-stops,2,17.54939,78.40357
1173,1466,bowrampet x road,,shakti-gtfs,5,17.56246,78.41311
1174,920,boys town school,,shakti-gtfs,5,17.34417,78.46193
1175,2105,bpl,,shakti-gtfs,5,17.54306,78.20596
1176,2044,brahmanapally,,shakti-gtfs,5,17.2682,78.61731
1177,src5_1342,brahmanpally,,src5,3,17.26679,78.58891
1178,src5_1343,brahmanpally,,src5,3,17.26662,78.5891
1179,src5_1654,brahmanpally,"brahmana pally, toroor",src5,3,17.26794,78.61556
1180,src5_1655,brahmanpally,,src5,3,17.26777,78.61509
1181,1610,bramarambhika colony,,shakti-gtfs,5,17.52234,78.29917
1182,src5_2436,bright school,,src5,3,17.43418,78.43636
1183,src5_843,bright school,,src5,3,17.43426,78.43602
1184,766,brindavan colony,brindavan colony towards sheikpetnala,gps-logs-ghz|kodali-stops,2,17.40284,78.41009
1185,920,brindavan colony,brindavan colony towards towlichoki,gps-logs-ghz|kodali-stops,2,17.40345,78.40937
1186,src5_2147,brindavan colony,"brindavan colony road, sabza colony, brindavan colony, toli chowki, hyderabad",src5,3,17.40351,78.4092
1187,167,brindavan colony,,shakti-gtfs,5,17.40324,78.40939
1188,2022,brindhavan enclave,,shakti-gtfs,5,17.53709,78.51324
1189,src5_2784,brj college,"lakdikapul road, p & t officers colony, lakdikapul, hyderabad",src5,3,17.40472,78.46106
1190,src5_1766,buddha nagar,"national highway 163, sai residency, mallika arjun nagar, boduppal, hyderabad",src5,3,17.40741,78.5952
1191,2453,budvel,budvel,gps-logs-ghz|kodali-stops,2,17.33331,78.40949
1192,2458,budvel,budvel towards,gps-logs-ghz|kodali-stops,2,17.33325,78.4097
1193,src5_423,budvel,"rajendra nagar road, budvel, hyderabad",src5,3,17.33303,78.4095
1194,src5_425,budvel,,src5,3,17.33294,78.40978
1195,548,budvel,,shakti-gtfs,5,17.30228,78.42022
1196,src5_712,budvel railway station,,src5,3,17.31071,78.4234
1197,src5_715,budvel railway station,,src5,3,17.31089,78.42309
1198,1156,bulkapur,,shakti-gtfs,5,17.4409,78.15685
1199,src5_89,bulkapur main road bus stand,,src5,3,17.44478,78.15877
1200,node/4317824091,bundlaguda,,osm,4,17.50127,78.62234
1201,1923,bupathi furniture,,shakti-gtfs,5,17.31533,78.43446
1202,2357,burial ground,,shakti-gtfs,5,17.51703,78.15176
1203,src5_1693,burz,"shivshankar nagar, kuntloor, lal bahadur nagar",src5,3,17.34362,78.62472
1204,653,bus bhavan,,shakti-gtfs,5,17.40586,78.49914
1205,node/5694527072,bus parking 2,,osm,4,17.59708,78.44329
1206,src5_132,bus stand,"yadagiripally, gandhi nagar, yadagirigutta",src5,3,17.59019,78.94408
1207,src5_3024,bus stand (suchitra),,src5,3,17.49946,78.47683
1208,src5_1653,bus station,"brahmana pally, hyderabad",src5,3,17.26813,78.61723
1209,1511,bushareddy guda,,shakti-gtfs,5,17.4464,78.50193
1210,src5_185,bvrit bus bay,tuljarampet,src5,3,17.72629,78.25412
1211,src5_186,bvrit college,"state highway 17, tuljarampet",src5,3,17.72761,78.2546
1212,1911,c r k garden,c r k garden,gps-logs-ghz|kodali-stops,2,17.35758,78.3844
1213,src5_1982,c.m.c. center,,src5,3,17.44839,78.3542
1214,src5_1984,c.m.c. center,,src5,3,17.44867,78.35435
1215,src5_3953,cable chowrasta,"nfc main road, nfc, moula ali, secunderabad",src5,3,17.45522,78.58153
1216,src5_3954,cable chowrasta,"ecil, cherlapalli industrial area, cherlapalli, secunderabad",src5,3,17.45555,78.58196
1217,src5_585,calvary temple,"metro water works road, shilpa avenue colony, hafeezpet, hyderabad",src5,3,17.48643,78.36798
1218,1358,canara bank,canara bank towards gandhi nagar,gps-logs-ghz|kodali-stops,2,17.41381,78.49018
1219,1365,canara bank,canara bank towards ashok x road,gps-logs-ghz|kodali-stops,2,17.4124,78.48871
1220,src5_3107,canara bank,,src5,3,17.41222,78.48861
1221,837,canara bank,,shakti-gtfs,5,17.41858,78.49122
1222,1981,canara nagar,canara nagar towards uppal depot,gps-logs-ghz|kodali-stops,2,17.40732,78.59554
1223,1996,canara nagar,canara nagar towards medipally,gps-logs-ghz|kodali-stops,2,17.40748,78.59497
1224,src5_1765,canara nagar,"national highway 163, canara nagar, peerzadiguda, hyderabad",src5,3,17.40727,78.59553
1225,82,canara nagar,,shakti-gtfs,5,17.40742,78.59524
1226,1674,cantonment hospital,cantonment hospital towards bolaram bazar,gps-logs-ghz|kodali-stops,2,17.52168,78.51792
1227,1677,cantonment hospital,cantonment hospital towards risala bazar,gps-logs-ghz|kodali-stops,2,17.52145,78.51738
1228,src5_3484,cantonment hospital,,src5,3,17.52154,78.51736
1229,src5_3485,cantonment hospital,"adarsh nagar colony, lakadwala colony, bolarum, secunderabad",src5,3,17.52167,78.51795
1230,555,cantonment hospital,,shakti-gtfs,5,17.52168,78.51748
1231,1259,capgemini,capgemini towards continental hospital,gps-logs-ghz|kodali-stops,2,17.42108,78.33763
1232,860,capol,,shakti-gtfs,5,17.46452,78.74434
1233,1319,carbide,carbide towards hb play ground,gps-logs-ghz|kodali-stops,2,17.45431,78.56043
1234,1320,carbide,carbide towards zts,gps-logs-ghz|kodali-stops,2,17.45396,78.56052
1235,src5_1488,carbide,"hb colony main road, vnr enclave, musi nagar, moula ali, secunderabad",src5,3,17.45399,78.56041
1236,src5_1489,carbide,,src5,3,17.45419,78.56028
1237,372,care hospital,care hospital to words tv9/maseed,gps-logs-ghz|kodali-stops,2,17.41321,78.45014
1238,407,care hospital,care hospital  to words masab tank,gps-logs-ghz|kodali-stops,2,17.41353,78.45047
1239,src5_2538,care hospital,,src5,3,17.41294,78.45024
1240,src5_2539,care hospital,,src5,3,17.41321,78.4502
1241,366,care hospital,,shakti-gtfs,5,17.41275,78.44991
1242,2508,cargil nagar,cargil nagar towards ziaguda kht,gps-logs-ghz,2,17.36912,78.44479
1243,2509,cargil nagar,cargil nagar towards,gps-logs-ghz,2,17.36947,78.44523
1244,src5_2399,cargil nagar,,src5,3,17.36915,78.44488
1245,2367,cavalry barracks,,shakti-gtfs,5,17.49332,78.51978
1246,4057,cbit,cbit,gps-logs-ghz,2,17.39361,78.32018
1247,4080,cbit,cbit t,gps-logs-ghz,2,17.39364,78.32028
1248,822,cbit,,shakti-gtfs,5,17.39385,78.31995
1249,src5_218,cbit hostel,"osman sagar road, gandipet, hyderabad",src5,3,17.3958,78.31396
1250,4557,cbs,cbs,gps-logs-ghz,2,17.37834,78.4814
1251,1243,cbs,cbs,gps-logs-ghz|kodali-stops,2,17.37847,78.48182
1252,1439,cbs,cbs towards afjalgunj,gps-logs-ghz|kodali-stops,2,17.37819,78.48219
1253,src5_2887,cbs,,src5,3,17.37791,78.48188
1254,src5_3057,cbs,,src5,3,17.38868,78.48588
1255,node/2185045487,cbs,,osm,4,17.37882,78.48197
1256,node/2185045507,cbs,,osm,4,17.3773,78.48169
1257,src5_2885,cbs old hanger,"125,, 15-4-116/1, national highway 65, kaman, gowliguda, hyderabad",src5,3,17.37768,78.48132
1258,797,ccs,,shakti-gtfs,5,17.40369,78.50519
1259,1402,ccs office,ccs office towards nallakunta,gps-logs-ghz|kodali-stops,2,17.40388,78.50478
1260,src5_3005,center point,,src5,3,17.46502,78.48311
1261,node/2134524647,center point,,osm,4,17.46423,78.48437
1262,node/582824407,center point,,osm,4,17.46428,78.48444
1263,347,central bank,central bank towords koti,gps-logs-ghz|kodali-stops,2,17.38545,78.48142
1264,src5_3814,central bank colony,,src5,3,17.34967,78.55319
1265,src5_3815,central bank colony,,src5,3,17.34958,78.55352
1266,src5_2889,central bus station (cbs),"national highway 65, gowliguda north, gowliguda, hyderabad",src5,3,17.37801,78.48209
1267,src5_2891,central bus station (cbs),,src5,3,17.37883,78.4819
1268,511,"central bus station, gowliguda",,shakti-gtfs,5,17.37779,78.48184
1269,src5_1733,central power research institute,,src5,3,17.41299,78.6151
1270,src5_1734,central power research institute,,src5,3,17.41322,78.61536
1271,303,central school,,shakti-gtfs,5,17.49913,78.1461
1272,468,chaderghat,chaderghat towords kotiwomenscollege,gps-logs-ghz|kodali-stops,2,17.3773,78.49192
1273,470,chaderghat,chaderghat towords nalgonda x road,gps-logs-ghz|kodali-stops,2,17.37729,78.494
1274,1120,chaderghat,chaderghat towards mgbs,gps-logs-ghz|kodali-stops,2,17.37717,78.4925
1275,1575,chaderghat,chaderghat towards nimboli adda,gps-logs-ghz|kodali-stops,2,17.38173,78.49269
1276,1576,chaderghat,chadargat towards womens collgeg,gps-logs-ghz|kodali-stops,2,17.38076,78.49015
1277,1580,chaderghat,chaderghat towards mgbss,gps-logs-ghz|kodali-stops,2,17.38134,78.49276
1278,src5_1068,chaderghat,"kachiguda main road, tirmala arcade, nimboli adda, kachiguda, hyderabad",src5,3,17.38148,78.49304
1279,src5_1072,chaderghat,,src5,3,17.3815,78.49274
1280,src5_1085,chaderghat,,src5,3,17.37712,78.49393
1281,src5_1089,chaderghat,,src5,3,17.38061,78.49077
1282,src5_1090|src5_1091,chaderghat,,src5,3,17.38078,78.49068
1283,src5_1098,chaderghat,"malakpet station road, chaderghat, malakpet, hyderabad",src5,3,17.3772,78.49201
1284,node/2181369994,chaderghat,,osm,4,17.37735,78.494
1285,node/2181370040,chaderghat,,osm,4,17.37721,78.49248
1286,418,chaderghat,,shakti-gtfs,5,17.38103,78.49199
1287,src5_1094,chaderghat circle,,src5,3,17.37791,78.49201
1288,1902,chadowki masjid,chowli masjid to,gps-logs-ghz|kodali-stops,2,17.36282,78.48019
1289,src5_2856,chadowki masjid,,src5,3,17.36289,78.48021
1290,src5_2857,chadowki masjid,,src5,3,17.36321,78.48018
1291,496,chaitanyapuri,chaithanyapuri towards  kothapet,gps-logs-ghz|kodali-stops,2,17.36856,78.53276
1292,2446,chaitanyapuri,chaitanyapuri towards dilsukhnagar,gps-logs-ghz|kodali-stops,2,17.36829,78.53228
1293,src5_3556,chaitanyapuri,,src5,3,17.36828,78.53026
1294,src5_3557,chaitanyapuri,"chaitanyapuri, dilsukh nagar main road, vr colony, kamala nagar, dilsukhnagar, hyderabad",src5,3,17.36828,78.53038
1295,src5_3563,chaitanyapuri,"chaitanyapuri main road, prabhat nagar colony, dilsukhnagar, hyderabad",src5,3,17.37123,78.53214
1296,src5_3564,chaitanyapuri,"dilsukh nagar main road, pratap nagar, dilsukhnagar, hyderabad",src5,3,17.36855,78.53279
1297,node/1598136849,chaitanyapuri,,osm,4,17.36855,78.53291
1298,node/2183029333,chaitanyapuri,,osm,4,17.36829,78.53029
1299,205,chaitanyapuri,,shakti-gtfs,5,17.36846,78.53301
1300,src5_3718,chaitanyapuri bus stand,"116,, 1-6-116, chaitanyapuri main road, chaitanyapuri, kothapet, hyderabad",src5,3,17.37362,78.53726
1301,1225,chakarimetla,,shakti-gtfs,5,17.75036,78.34179
1302,1946,chakri colony,chakri colony towards kushaiguda,gps-logs-ghz|kodali-stops,2,17.47928,78.58539
1303,2176,chakripuram,chakripuram towards,gps-logs-ghz|kodali-stops,2,17.47924,78.58538
1304,src5_3962,chakripuram,"chakripuram road, tata institute of fundamental research, sv nagar, cherlapalli, secunderabad",src5,3,17.47921,78.58537
1305,src5_3963,chakripuram,,src5,3,17.47922,78.58601
1306,493,chakripuram,,shakti-gtfs,5,17.47917,78.58596
1307,src5_1860,chakripuram road,,src5,3,17.48282,78.59532
1308,939,challa nursing home,,shakti-gtfs,5,17.43961,78.45097
1309,996,chamgadda,,shakti-gtfs,5,17.13882,78.5428
1310,1113,champapet,champapet towards i s sadan,gps-logs-ghz|kodali-stops,2,17.34866,78.51495
1311,1123,champapet,champapet towards rtc colony,gps-logs-ghz|kodali-stops,2,17.34849,78.51608
1312,src5_998,champapet,"raji reddy nagar, new santoshnagar, champapet, hyderabad",src5,3,17.34859,78.51506
1313,61,champapet,,shakti-gtfs,5,17.34859,78.51535
1314,src5_3334,champapet (brilliant gl school),,src5,3,17.34866,78.51493
1315,src5_3335,champapet (brilliant gl school),,src5,3,17.34862,78.51567
1316,948,champapet gandhi statue,,shakti-gtfs,5,17.3397,78.52377
1317,src5_3336,champapet rtc colony / ibp,,src5,3,17.34696,78.51931
1318,src5_3337,champapet rtc colony / ibp,,src5,3,17.34624,78.52166
1319,962,champapet x road,champapet x road towards pisalbanda,gps-logs-ghz|kodali-stops,2,17.34229,78.5151
1320,991,champapet x road,champapet x road towards gayatri nagar,gps-logs-ghz|kodali-stops,2,17.34258,78.51617
1321,1789,champapet x road,champapet x road,gps-logs-ghz|kodali-stops,2,17.34831,78.5152
1322,src5_3330,champapet x road,,src5,3,17.34223,78.51552
1323,src5_3331,champapet x road,,src5,3,17.34243,78.51606
1324,483,champapet x road,,shakti-gtfs,5,17.34236,78.51581
1325,2361,chanakyapuri,,shakti-gtfs,5,17.25001,78.53796
1326,src5_3043,chanchalguda,,src5,3,17.36695,78.4933
1327,src5_3218,chanchalguda,"nalgonda x road, malakpet, hyderabad",src5,3,17.36643,78.49774
1328,src5_3224,chanchalguda,,src5,3,17.37,78.5014
1329,src5_3225,chanchalguda,,src5,3,17.36974,78.50135
1330,380,chanda nagar,chanda nagar towards lingampally,gps-logs-ghz|kodali-stops,2,17.49499,78.32286
1331,399,chanda nagar,chanda nagar towards gangaram,gps-logs-ghz|kodali-stops,2,17.49516,78.32285
1332,src5_330,chanda nagar,"national highway 65, gouthami nagar colony, jawahar colony, chanda nagar, hyderabad",src5,3,17.4952,78.32285
1333,src5_339,chanda nagar,,src5,3,17.49355,78.32548
1334,src5_340,chanda nagar,,src5,3,17.49509,78.32653
1335,src5_341,chanda nagar,,src5,3,17.4949,78.32759
1336,151,chanda nagar,,shakti-gtfs,5,17.49508,78.32271
1337,1708,chanda nagar village,,shakti-gtfs,5,17.36665,78.25901
1338,src5_144,chanda nagar x road,,src5,3,17.36668,78.25897
1339,src5_145,chanda nagar x road,,src5,3,17.36659,78.259
1340,796,chanda nagar x road,,shakti-gtfs,5,17.36079,78.27317
1341,src5_2078,chanda naik nagar,"100 feet road, ayyappa society, mega hills, madhapur, hyderabad",src5,3,17.45205,78.38973
1342,src5_2079,chanda naik nagar,"100 feet road, ayyappa society, chanda naik nagar, madhapur, hyderabad",src5,3,17.45227,78.38941
1343,src5_758,chandana brothers and st anns,"karwan road, ambedkar colony, mehdipatnam, hyderabad",src5,3,17.39477,78.43801
1344,1778,chandanvelli,,shakti-gtfs,5,17.22849,78.17073
1345,src5_122,chandapur,"state highway 17, chandapur",src5,3,17.67803,78.1917
1346,src5_634,chandi,"narsapur - tupran road, edulapur",src5,3,17.78984,78.38834
1347,1009,chandi,,shakti-gtfs,5,17.79248,78.39106
1348,src5_1764,chandra nagar,"chandra nagar, sai nagar colony, hyderabad",src5,3,17.4073,78.59556
1349,src5_2945,chandra nagar,"abids road, new mla quarters, adarsh nagar, hyderabad",src5,3,17.40466,78.47644
1350,src5_2959,chandra nagar,"himayat nagar road, chandra nagar, basheer bagh, hyderabad",src5,3,17.40589,78.47889
1351,1067,chandra nagar,,shakti-gtfs,5,17.51475,78.50697
1352,1180,chandragiri nagar,,shakti-gtfs,5,17.51566,78.42672
1353,1439,chandranaik thanda,,shakti-gtfs,5,17.4557,78.3838
1354,505,chandranayak thanda,chandranayak thanda towards hitech city railway st,gps-logs-ghz,2,17.4562,78.38391
1355,src5_1046,chandrayan gutta police station,,src5,3,17.32407,78.47998
1356,src5_1049,chandrayan gutta police station,,src5,3,17.32415,78.47988
1357,1816,chandrayangutta,chandrayana gutta,gps-logs-ghz,2,17.32783,78.48013
